id_user;email;password;no_hp;status_verifikasi;nama;nik;jenis_kelamin;tanggal_lahir;id_lokasi;id_pendidikan;id_pekerjaan;id_pendapatan;jumlah_tanggungan;created_at;updated_at
2744;latif.natsir274@gmail.com;123456;84887825662;1;Latif Natsir;6668944704030010;Laki-laki;1986-07-29;5;10;9;3;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2745;ganda.hariyah683@gmail.com;123456;83499954864;1;Ganda Hariyah;3570100726132050;Laki-laki;1982-04-07;8;4;7;1;3;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2746;baktiadi.widodo269@gmail.com;123456;86598393231;1;Baktiadi Widodo;1747677627786690;Perempuan;1978-06-15;1;5;7;3;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2747;reksa.samosir983@gmail.com;123456;88179514529;1;Reksa Samosir;8918804704983690;Laki-laki;1986-04-04;13;10;4;3;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2748;ihsan.kusmawati992@gmail.com;123456;88867858463;1;Ihsan Kusmawati;2680315971384360;Laki-laki;1987-05-12;10;1;7;2;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2749;raina.maheswara279@gmail.com;123456;84842279769;1;Raina Maheswara;6948084046070950;Laki-laki;2005-09-21;5;4;2;3;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2750;dewi.dongoran16@gmail.com;123456;86973823398;1;Dewi Dongoran;7411463874654270;Laki-laki;2004-03-12;11;7;9;3;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2751;warsa.laksita275@gmail.com;123456;87935963987;1;Warsa Laksita;9896356914134420;Perempuan;2004-03-27;14;10;9;2;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2752;harto.waskita422@gmail.com;123456;85916446287;1;Harto Waskita;2034555693069070;Perempuan;2000-11-10;8;2;6;1;3;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2753;yahya.latupono,.s.kom249@gmail.com;123456;86039509950;1;Yahya Latupono, S.Kom;1588004399914170;Laki-laki;1985-05-05;4;4;6;2;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2754;dono.usamah933@gmail.com;123456;82281642271;1;Dono Usamah;2229226129486970;Perempuan;1987-09-03;4;9;6;2;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2755;dadi.laksmiwati435@gmail.com;123456;83956071964;1;Dadi Laksmiwati;8101699452450950;Laki-laki;1977-02-21;1;6;8;1;3;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2756;sakti.purwanti843@gmail.com;123456;88198273335;1;Sakti Purwanti;7303853692876140;Perempuan;1990-04-15;13;10;10;3;5;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2757;balidin.hassanah,.s.ked216@gmail.com;123456;88866287198;1;Balidin Hassanah, S.Ked;6307612225374970;Laki-laki;1995-09-30;2;7;5;3;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2758;ikin.sihombing,.s.psi847@gmail.com;123456;88317282142;1;Ikin Sihombing, S.Psi;0943888717092606;Perempuan;2004-08-23;6;4;5;1;5;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2759;sutan.damu.prastuti608@gmail.com;123456;83459134325;1;Sutan Damu Prastuti;6347084581148370;Laki-laki;1986-01-16;13;3;3;3;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2760;kariman.puspita344@gmail.com;123456;89041705543;1;Kariman Puspita;9342157955397700;Perempuan;1997-01-29;15;6;7;3;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2761;luluh.permadi977@gmail.com;123456;81973748439;1;Luluh Permadi;4638710248935750;Laki-laki;2005-08-19;12;6;2;2;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2762;mila.halimah878@gmail.com;123456;87392344953;1;Mila Halimah;7212676819406570;Laki-laki;1993-05-22;3;10;1;1;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2763;nyana.wijayanti32@gmail.com;123456;84152569136;1;Nyana Wijayanti;3642216880985230;Perempuan;1987-08-15;9;7;4;2;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2764;candrakanta.firmansyah,.s.pd795@gmail.com;123456;89127436825;1;Candrakanta Firmansyah, S.Pd;7042533250812570;Perempuan;1995-05-09;13;9;9;3;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2765;prayitna.hutagalung711@gmail.com;123456;80782707688;1;Prayitna Hutagalung;1826683255057650;Laki-laki;1995-09-11;10;1;4;1;1;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2766;yosef.budiyanto201@gmail.com;123456;81763616445;1;Yosef Budiyanto;6869205365221150;Perempuan;1985-03-03;2;6;5;1;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2767;ibun.rahimah366@gmail.com;123456;85448719271;1;Ibun Rahimah;9521835660793950;Laki-laki;1991-10-31;3;10;4;2;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2768;t..lantar.suryono,.s.e.23@gmail.com;123456;84841551433;1;T. Lantar Suryono, S.E.;8654878751241990;Laki-laki;1977-07-08;12;3;7;1;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2769;zulaikha.novitasari850@gmail.com;123456;82813064452;1;Zulaikha Novitasari;8622017272886590;Laki-laki;1986-03-08;1;10;7;3;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2770;febi.situmorang331@gmail.com;123456;82600654383;1;Febi Situmorang;8225660355800010;Perempuan;2000-05-11;10;1;3;3;5;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2771;kh..ilyas.padmasari,.s.i.kom844@gmail.com;123456;86221560512;1;KH. Ilyas Padmasari, S.I.Kom;5482884960866940;Laki-laki;1996-05-03;12;1;7;3;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2772;melinda.habibi907@gmail.com;123456;88143683169;1;Melinda Habibi;3773254573274150;Perempuan;1996-04-07;13;1;3;3;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2773;kamaria.waskita377@gmail.com;123456;86569017232;1;Kamaria Waskita;1890852571358990;Perempuan;1980-11-08;8;9;5;1;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2774;r.a..violet.astuti,.s.kom399@gmail.com;123456;84654273213;1;R.A. Violet Astuti, S.Kom;8778926548205890;Perempuan;1984-11-02;11;8;10;2;5;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2775;tania.riyanti,.m.ti.687@gmail.com;123456;88263086393;1;Tania Riyanti, M.TI.;1931779406291650;Perempuan;2004-12-06;7;4;6;2;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2776;sutan.nugraha.prasasta,.s.pt393@gmail.com;123456;80712871879;1;Sutan Nugraha Prasasta, S.Pt;7665227740641880;Perempuan;2003-07-31;6;3;2;2;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2777;asmadi.ardianto,.m.ti.265@gmail.com;123456;88904724280;1;Asmadi Ardianto, M.TI.;9374616181875970;Perempuan;1983-02-08;5;2;7;3;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2778;amelia.siregar590@gmail.com;123456;85360545126;1;Amelia Siregar;0972305766296131;Perempuan;1991-01-01;13;7;8;2;2;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2779;cut.samiah.wibowo945@gmail.com;123456;88222704814;1;Cut Samiah Wibowo;5733416754447190;Perempuan;2003-03-07;10;10;2;1;0;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2780;garda.riyanti687@gmail.com;123456;80395795478;1;Garda Riyanti;9911839903754360;Perempuan;2003-03-18;1;7;8;2;4;2026-05-20 08:22:18.542331;2026-05-20 08:22:18.542331
2781;r.a..syahrini.laksmiwati531@gmail.com;123456;89523960170;1;R.A. Syahrini Laksmiwati;1490713310631600;Perempuan;2006-08-03;12;5;9;3;0;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2782;hj..cornelia.haryanto263@gmail.com;123456;88343280342;1;Hj. Cornelia Haryanto;7194991911831850;Laki-laki;1995-01-20;9;10;5;2;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2783;dr..pranata.utama,.s.gz920@gmail.com;123456;80928530584;1;dr. Pranata Utama, S.Gz;1536897645112380;Laki-laki;1977-08-31;2;3;3;3;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2784;tgk..jagaraga.wibowo121@gmail.com;123456;89562326722;1;Tgk. Jagaraga Wibowo;1708616058487010;Laki-laki;2004-02-29;4;8;2;3;0;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2785;cornelia.hartati22@gmail.com;123456;88996988305;1;Cornelia Hartati;8722360467876610;Laki-laki;1994-11-03;9;8;9;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2786;salimah.samosir51@gmail.com;123456;83413361967;1;Salimah Samosir;5634750420499090;Laki-laki;1991-05-04;12;6;4;3;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2787;puti.gilda.maulana556@gmail.com;123456;81915948962;1;Puti Gilda Maulana;8184593516754950;Laki-laki;1985-08-30;12;7;10;3;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2788;drs..ayu.nainggolan,.m.m.829@gmail.com;123456;80405737441;1;Drs. Ayu Nainggolan, M.M.;2484497209784240;Perempuan;1994-05-15;4;2;6;3;0;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2789;ir..darsirah.riyanti,.s.ked867@gmail.com;123456;84191333806;1;Ir. Darsirah Riyanti, S.Ked;2058970605551170;Perempuan;1990-04-15;15;9;1;1;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2790;limar.namaga360@gmail.com;123456;83139551237;1;Limar Namaga;2617432343582390;Perempuan;1982-07-19;11;1;6;2;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2791;drs..yunita.rajasa225@gmail.com;123456;81433852673;1;Drs. Yunita Rajasa;9616769879493300;Laki-laki;2004-04-21;7;7;6;1;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2792;kemal.lailasari246@gmail.com;123456;83205332792;1;Kemal Lailasari;8164699116352980;Laki-laki;2003-11-21;9;3;7;1;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2793;yulia.namaga818@gmail.com;123456;85599559578;1;Yulia Namaga;1770842162910060;Laki-laki;1981-04-12;13;10;3;1;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2794;ulya.budiyanto,.s.pd880@gmail.com;123456;84000930877;1;Ulya Budiyanto, S.Pd;7413657160015580;Laki-laki;1995-05-23;4;5;10;2;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2795;ir..taufik.sudiati10@gmail.com;123456;81284907688;1;Ir. Taufik Sudiati;7443731900976880;Laki-laki;1990-02-22;4;5;1;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2796;hardi.mustofa104@gmail.com;123456;88624277579;1;Hardi Mustofa;2700190280998790;Perempuan;1990-06-20;3;7;2;2;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2797;uchita.sitompul629@gmail.com;123456;82269477275;1;Uchita Sitompul;2849205538960170;Perempuan;1996-07-09;4;2;3;3;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2798;cayadi.mardhiyah,.s.h.236@gmail.com;123456;81879379318;1;Cayadi Mardhiyah, S.H.;5089191387819290;Perempuan;1982-02-01;2;4;3;2;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2799;tgk..gangsar.purwanti,.m.ak284@gmail.com;123456;81949454898;1;Tgk. Gangsar Purwanti, M.Ak;6521905459527340;Laki-laki;1999-12-31;12;4;1;2;4;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2800;nrima.permadi421@gmail.com;123456;88780968153;1;Nrima Permadi;3144957584067650;Laki-laki;1987-10-24;3;9;9;1;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2801;cindy.wibisono205@gmail.com;123456;83937206333;1;Cindy Wibisono;4515959499763360;Perempuan;1995-12-24;6;8;9;1;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2802;tania.natsir,.s.t.785@gmail.com;123456;84171723380;1;Tania Natsir, S.T.;4199995608931680;Laki-laki;1997-03-03;15;5;2;3;0;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2803;puti.nugroho953@gmail.com;123456;84593687703;1;Puti Nugroho;5823104957286690;Perempuan;1980-04-25;1;4;6;2;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2804;prasetya.hakim,.m.pd72@gmail.com;123456;84550868292;1;Prasetya Hakim, M.Pd;6936371306521810;Laki-laki;1981-04-12;7;9;3;3;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2805;drs..kamila.padmasari830@gmail.com;123456;89263452652;1;Drs. Kamila Padmasari;2340124321027360;Perempuan;1984-03-03;14;5;1;3;4;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2806;gawati.kusumo415@gmail.com;123456;81423478980;1;Gawati Kusumo;1282452525320820;Laki-laki;1999-03-20;8;8;1;2;4;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2807;kawaca.kuswandari65@gmail.com;123456;82152502416;1;Kawaca Kuswandari;6770808042508630;Perempuan;1977-05-25;5;8;10;2;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2808;lintang.lailasari396@gmail.com;123456;88024001067;1;Lintang Lailasari;2148676937277500;Perempuan;1989-01-18;9;7;10;1;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2809;tania.putra150@gmail.com;123456;85931464224;1;Tania Putra;9974387440994870;Laki-laki;1992-08-26;2;1;8;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2810;kartika.haryanti810@gmail.com;123456;85378471243;1;Kartika Haryanti;4546397462587370;Perempuan;1978-05-24;8;7;7;2;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2811;bagiya.nuraini479@gmail.com;123456;80788024092;1;Bagiya Nuraini;1567383085437790;Laki-laki;2001-08-02;8;7;2;1;3;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2812;dr..cinta.maryati230@gmail.com;123456;80678702484;1;Dr. Cinta Maryati;4342326914867500;Perempuan;1989-02-03;2;3;6;2;4;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2813;h..adika.usada,.m.farm719@gmail.com;123456;84592521772;1;H. Adika Usada, M.Farm;1303727265285050;Perempuan;1991-07-06;11;1;5;3;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2814;calista.maryati,.s.e.i526@gmail.com;123456;84859097086;1;Calista Maryati, S.E.I;2744232019330000;Perempuan;1988-03-05;2;5;2;2;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2815;yance.nababan,.s.ip650@gmail.com;123456;81325777499;1;Yance Nababan, S.IP;4374048866672960;Perempuan;1979-09-24;2;2;8;1;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2816;vivi.pangestu697@gmail.com;123456;87789624223;1;Vivi Pangestu;8818901156335970;Perempuan;1987-10-09;8;4;2;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2817;drg..danuja.gunarto291@gmail.com;123456;80404399814;1;drg. Danuja Gunarto;4001766049526490;Laki-laki;1991-10-23;4;10;7;2;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2818;dt..kacung.santoso,.m.m.760@gmail.com;123456;87983560092;1;Dt. Kacung Santoso, M.M.;1703307608290000;Laki-laki;1998-09-10;5;1;6;2;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2819;abyasa.fujiati579@gmail.com;123456;86514299324;1;Abyasa Fujiati;6950591352460110;Perempuan;2001-04-10;2;4;10;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2820;gandi.natsir913@gmail.com;123456;81951439970;1;Gandi Natsir;8004716333449570;Perempuan;1986-04-26;2;1;5;3;1;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2821;parman.mulyani,.s.farm729@gmail.com;123456;88031326109;1;Parman Mulyani, S.Farm;7376276532139240;Perempuan;1986-10-12;10;7;10;2;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2822;jagaraga.pangestu357@gmail.com;123456;81001256695;1;Jagaraga Pangestu;3132087894915950;Laki-laki;2000-04-11;14;8;7;2;2;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2823;oni.saputra737@gmail.com;123456;84309270674;1;Oni Saputra;6874024472315050;Laki-laki;1990-02-25;2;10;5;2;5;2026-05-20 08:22:18.544336;2026-05-20 08:22:18.544336
2824;ir..candrakanta.prasetyo,.m.ak247@gmail.com;123456;88175740682;1;Ir. Candrakanta Prasetyo, M.Ak;3550519812053660;Laki-laki;2003-12-04;15;9;4;3;0;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2825;dalimin.pudjiastuti329@gmail.com;123456;85895353955;1;Dalimin Pudjiastuti;4744580543790800;Laki-laki;2005-09-07;10;1;10;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2826;hamima.pradana,.s.ip117@gmail.com;123456;82725635692;1;Hamima Pradana, S.IP;3924679403858230;Perempuan;1993-09-17;7;5;6;2;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2827;lasmanto.tampubolon,.m.pd771@gmail.com;123456;87893338537;1;Lasmanto Tampubolon, M.Pd;2357606990867210;Perempuan;2002-12-26;13;6;10;2;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2828;zizi.mulyani315@gmail.com;123456;86786300567;1;Zizi Mulyani;6725969410772150;Laki-laki;1997-12-24;15;1;1;3;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2829;sutan.mumpuni.hariyah890@gmail.com;123456;86330103938;1;Sutan Mumpuni Hariyah;4340581854433680;Laki-laki;1997-12-04;12;3;2;2;0;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2830;hasan.wahyudin942@gmail.com;123456;88953779264;1;Hasan Wahyudin;7778750743940920;Laki-laki;1979-10-01;7;10;1;3;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2831;drs..maryanto.pratama172@gmail.com;123456;83822994753;1;Drs. Maryanto Pratama;2713744401901350;Perempuan;2003-02-14;6;6;2;2;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2832;ira.prastuti658@gmail.com;123456;80980460594;1;Ira Prastuti;5272990094280660;Laki-laki;2006-04-25;8;6;7;3;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2833;jaeman.purnawati180@gmail.com;123456;84809749982;1;Jaeman Purnawati;2932788181736590;Laki-laki;1982-11-18;6;7;8;2;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2834;maryadi.sinaga161@gmail.com;123456;88246982018;1;Maryadi Sinaga;0805947125984479;Laki-laki;1983-06-13;4;5;6;1;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2835;karsana.sihotang,.s.sos965@gmail.com;123456;82553351800;1;Karsana Sihotang, S.Sos;1354432309504880;Perempuan;2005-03-02;1;7;4;3;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2836;dr..utama.uwais,.m.ak615@gmail.com;123456;82860922168;1;dr. Utama Uwais, M.Ak;2581534433857460;Perempuan;1988-07-01;7;6;5;2;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2837;kalim.haryanto,.s.i.kom526@gmail.com;123456;87324634323;1;Kalim Haryanto, S.I.Kom;7403279642473960;Perempuan;1983-11-24;3;2;3;2;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2838;talia.pradipta951@gmail.com;123456;83384377754;1;Talia Pradipta;4218227624474000;Laki-laki;1993-01-15;3;1;7;1;2;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2839;karma.hassanah,.s.gz306@gmail.com;123456;88678127072;1;Karma Hassanah, S.Gz;5133196471276940;Perempuan;1982-05-26;12;7;4;3;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2840;daliono.ramadan623@gmail.com;123456;80396715953;1;Daliono Ramadan;0442717687992552;Laki-laki;1989-01-08;6;9;10;2;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2841;drg..yuliana.laksmiwati522@gmail.com;123456;89508323118;1;drg. Yuliana Laksmiwati;0949350443173058;Perempuan;1999-07-15;8;6;7;3;2;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2842;wirda.wijaya150@gmail.com;123456;80391623781;1;Wirda Wijaya;7756884261556160;Perempuan;1987-05-06;2;2;3;3;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2843;tasdik.nashiruddin163@gmail.com;123456;85758154584;1;Tasdik Nashiruddin;1282922538969850;Perempuan;2006-05-29;7;4;1;2;0;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2844;makara.suryono,.s.psi298@gmail.com;123456;81558328532;1;Makara Suryono, S.Psi;6270253701863040;Perempuan;2003-11-22;9;1;4;3;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2845;dr..fitria.pradana846@gmail.com;123456;87706973937;1;Dr. Fitria Pradana;3900519552120880;Perempuan;1978-09-13;9;9;1;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2846;dr..cahyanto.irawan165@gmail.com;123456;86734615614;1;Dr. Cahyanto Irawan;3391673576487280;Perempuan;1978-01-20;10;4;10;1;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2847;garda.lailasari915@gmail.com;123456;87186853555;1;Garda Lailasari;5802957275869720;Perempuan;2004-11-12;12;6;9;2;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2848;zaenab.marbun578@gmail.com;123456;84909885056;1;Zaenab Marbun;8710585890695560;Laki-laki;1977-08-24;2;9;2;1;0;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2849;kh..daru.samosir,.m.pd688@gmail.com;123456;80738824856;1;KH. Daru Samosir, M.Pd;5420605277101320;Perempuan;2001-11-01;14;2;4;2;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2850;bakidin.lestari725@gmail.com;123456;84700388431;1;Bakidin Lestari;6245025977207410;Perempuan;2001-09-04;1;7;3;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2851;eka.winarno458@gmail.com;123456;85562848942;1;Eka Winarno;1908535558556430;Laki-laki;2000-02-05;11;9;7;2;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2852;dt..kuncara.gunarto,.s.h.423@gmail.com;123456;85100200170;1;Dt. Kuncara Gunarto, S.H.;4452722686383630;Laki-laki;1978-12-28;4;1;2;3;2;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2853;ade.nainggolan462@gmail.com;123456;86163646269;1;Ade Nainggolan;6650436709321230;Laki-laki;1980-10-07;10;8;5;2;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2854;gilda.kusumo312@gmail.com;123456;87757630875;1;Gilda Kusumo;9160226016441350;Laki-laki;1976-10-31;14;1;4;2;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2855;lili.pratiwi1@gmail.com;123456;87741616101;1;Lili Pratiwi;3839433754494330;Perempuan;1995-02-21;5;7;10;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2856;ir..lega.megantara733@gmail.com;123456;85348055049;1;Ir. Lega Megantara;6319141938777780;Perempuan;1980-08-13;5;4;3;2;0;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2857;fathonah.sihotang,.s.gz250@gmail.com;123456;81247935994;1;Fathonah Sihotang, S.Gz;0846697074590880;Perempuan;1997-07-29;12;8;5;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2858;dr..ajeng.namaga822@gmail.com;123456;84285517556;1;Dr. Ajeng Namaga;5714772198844110;Laki-laki;1992-10-23;9;9;4;2;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2859;mustika.marpaung620@gmail.com;123456;80832937833;1;Mustika Marpaung;1057396969103070;Laki-laki;1988-09-15;3;7;6;1;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2860;drs..zulaikha.firmansyah235@gmail.com;123456;83219228009;1;Drs. Zulaikha Firmansyah;2436237855888070;Perempuan;1993-10-27;11;6;3;1;1;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2861;ganda.simanjuntak194@gmail.com;123456;87224931381;1;Ganda Simanjuntak;5334027802761060;Perempuan;1999-01-31;7;3;2;3;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2862;rini.prasetyo216@gmail.com;123456;87522945025;1;Rini Prasetyo;8027949830981650;Laki-laki;1988-01-06;14;10;2;2;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2863;victoria.salahudin264@gmail.com;123456;80212237697;1;Victoria Salahudin;3962481315966430;Laki-laki;1995-08-08;10;7;7;3;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2864;dt..murti.hassanah252@gmail.com;123456;83638912295;1;Dt. Murti Hassanah;2694564617196090;Perempuan;1998-02-20;14;8;8;1;5;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2865;janet.zulaika90@gmail.com;123456;80265296042;1;Janet Zulaika;3422684670421200;Perempuan;1985-06-19;12;3;4;1;4;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2866;michelle.namaga897@gmail.com;123456;85105507362;1;Michelle Namaga;6395316126574950;Laki-laki;1981-01-20;4;1;7;2;2;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2867;embuh.santoso634@gmail.com;123456;87979963833;1;Embuh Santoso;6682362034139330;Laki-laki;1982-05-09;4;5;3;1;3;2026-05-20 08:22:18.546340;2026-05-20 08:22:18.546340
2868;ir..alika.mandala,.s.h.456@gmail.com;123456;84300040534;1;Ir. Alika Mandala, S.H.;0527251391803722;Perempuan;1987-01-13;2;3;9;3;2;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
2869;r..julia.jailani607@gmail.com;123456;82800801982;1;R. Julia Jailani;8339963665780120;Laki-laki;1984-08-09;13;10;9;2;3;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
2870;kania.saragih640@gmail.com;123456;88657472916;1;Kania Saragih;6315861335661620;Laki-laki;1981-04-29;8;5;9;2;0;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
2871;dr..rina.wibowo96@gmail.com;123456;87697532055;1;dr. Rina Wibowo;3952673839952630;Perempuan;1992-04-18;2;2;6;2;1;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
2872;gina.suwarno91@gmail.com;123456;83456572898;1;Gina Suwarno;9819395762681730;Perempuan;2001-07-23;10;4;3;3;4;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
2873;cici.suwarno348@gmail.com;123456;84163747531;1;Cici Suwarno;8115623440389090;Perempuan;1991-02-05;1;5;9;3;3;2026-05-20 08:22:18.548344;2026-05-20 08:22:18.548344
